"","Date","ID.1","ID.2","Site","TimeStamp"
"177",2019-11-04,"Lechuga","unbanded juvenile","AZ","9:58:06"
"178",2019-09-22,"Morada","unbanded juvenile","AZ","7:45:39"
"179",2019-09-16,"Nacho","unbanded juvenile","AZ","6:55:53"
"180",2019-09-12,"Naranja","unbanded juvenile","AZ","9:15:16"
"181",2019-12-16,"Naranja","unbanded juvenile","AZ","7:47:35"
"182",2019-09-17,"Pepino","unbanded juvenile","AZ","8:43:38"
"183",2019-09-12,"Sincronizada","unbanded juvenile","AZ","7:59:51"
"184",2019-12-16,"Taco","unbanded juvenile","AZ","10:02:28"
"185",2019-09-05,"Tapa","unbanded juvenile","AZ","6:38:24"
"186",2019-09-12,"Taquito","unbanded juvenile","AZ","9:03:40"
"187",2019-11-17,"Torta","unbanded juvenile","AZ","7:52:25"
"188",2019-09-22,"Tortilla","unbanded juvenile","AZ","6:54:05"
"189",2019-12-09,"Abeja","unknown adult female","AZ","9:43:19"
"190",2019-03-07,"Aquaman","unknown adult female","AZ","8:56:31"
"191",2019-10-23,"Aquaman","unknown adult female","AZ","11:13:59"
"192",2019-12-30,"Burrito","unknown adult female","AZ","10:11:10"
"193",2020-01-27,"Burrito","unknown adult female","AZ","8:16:23"
"194",2020-01-13,"Cebollita","unknown adult female","AZ","9:43:06"
"195",2019-02-04,"Chalupa","unknown adult female","AZ","7:47:38"
"196",2020-03-03,"Chilaquile","unknown adult female","AZ","11:00:59"
"197",2019-12-29,"Crema","unknown adult female","AZ","9:22:21"
"198",2019-02-04,"Fajita","unknown adult female","AZ","8:22:13"
"199",2019-09-22,"Fideo","unknown adult female","AZ","7:16:53"
"200",2020-03-03,"Mangonada","unknown adult female","AZ","11:45:43"
"201",2020-01-26,"Memela","unknown adult female","AZ","11:45:03"
"202",2019-12-22,"Migas","unknown adult female","AZ","10:09:36"
"203",2019-12-16,"Naranja","unknown adult female","AZ","7:42:34"
"204",2020-03-02,"Paella","unknown adult female","AZ","9:52:40"
"205",2019-12-03,"Pan Dulce","unknown adult female","AZ","10:17:57"
"206",2020-02-13,"Pepino","unknown adult female","AZ","9:32:47"
"207",2019-12-04,"Picante","unknown adult female","AZ","8:30:31"
"208",2018-12-27,"Salsa","unknown adult female","AZ","10:21:55"
"209",2018-12-27,"Sincronizada","unknown adult female","AZ","9:46:50"
"210",2019-12-16,"Taco","unknown adult female","AZ","10:06:12"
"211",2019-01-16,"Taquito","unknown adult female","AZ","11:16:22"
"212",2019-12-02,"Tortilla","unknown adult female","AZ","10:11:28"
"213",2019-12-03,"Uva","unknown adult female","AZ","10:33:00"
"214",2020-03-02,"Uva","unknown adult female","AZ","9:24:33"
"215",2020-02-02,"Yuca","unknown adult female","AZ","9:20:52"
"216",2019-12-30,"Burrito","unknown adult male","AZ","10:00:36"
"217",2020-01-24,"Burrito","unknown adult male","AZ","8:19:24"
"218",2020-01-27,"Chalupa","unknown adult male","AZ","11:12:51"
"219",2020-02-09,"Chimichanga","unknown adult male","AZ","10:20:03"
"220",2019-09-22,"Fideo","unknown adult male","AZ","7:10:50"
"221",2020-01-16,"Lechuga","unknown adult male","AZ","8:27:57"
"222",2020-01-26,"Memela","unknown adult male","AZ","11:46:13"
"223",2020-03-02,"Paella","unknown adult male","AZ","9:52:22"
"224",2020-01-15,"Pepino","unknown adult male","AZ","11:10:49"
"225",2020-02-13,"Pepino","unknown adult male","AZ","9:32:41"
"226",2018-12-27,"Salsa","unknown adult male","AZ","10:22:33"
"227",2019-12-02,"Tortilla","unknown adult male","AZ","9:58:21"
"228",2020-03-02,"Uva","unknown adult male","AZ","9:14:25"
"229",2019-10-30,"Cemita","unknown female","AZ","8:23:27"
"230",2019-10-31,"Cochinita","unknown female","AZ","8:22:20"
"231",2019-11-17,"Fideo","unknown female","AZ","7:31:36"
"232",2019-11-04,"Lechuga","unknown female","AZ","9:53:59"
"233",2019-11-15,"Mangonada","unknown female","AZ","7:47:20"
"234",2019-09-16,"Mixiote","unknown female","AZ","6:28:27"
"235",2019-11-17,"Nopal","unknown female","AZ","9:39:09"
"236",2019-09-17,"Pepino","unknown female","AZ","8:40:43"
"237",2019-11-17,"Pico","unknown female","AZ","8:49:50"
"238",2019-11-25,"Taco","unknown female","AZ","8:33:27"
"239",2019-11-03,"Tripa","unknown female","AZ","8:56:59"
"240",2020-03-02,"Azucara","unknown juvenile","AZ","8:26:13"
"241",2019-02-04,"Fajita","unknown juvenile","AZ","8:14:58"
"242",2021-11-03,"Dulce de Leche","Camote","CA","14:52:24"
"243",2022-01-27,"Pina","Camote","CA","10:09:05"
"244",2022-01-25,"Urraca","Camote","CA","11:41:00"
"245",2021-11-23,"Camote","Cuervo","CA","13:21:47"
"246",2021-11-30,"Dulce de Leche","Cuervo","CA","12:49:00"
"247",2022-01-25,"Urraca","Cuervo","CA","11:41:00"
"248",2022-01-18,"Kel","Cutuy","CA","13:38:45"
"249",2022-03-15,"Pina","Cutuy","CA","9:48:09"
"250",2022-02-17,"Urraca","Cutuy","CA","9:30:20"
